baseline_path	git_blob	proposed_disposition	apple_import_signals	semantic_review
.github/pr-proof/conditional-metrics-percent-row.png	1aef4a58d217a943e22de1bb047395980a1d4002	REVIEW_RESOURCE_BUILD_LICENSE		PENDING_FILE_CONTRACT_REVIEW
.github/pr-proof/conditional-metrics-picker.png	e0bf80ecfa1513b57e502124f52b644984f3acab	REVIEW_RESOURCE_BUILD_LICENSE		PENDING_FILE_CONTRACT_REVIEW
.github/pr-proof/conditional-metrics-shipped-library.png	031820b9da252fac27312aa4dd16cf3c3936ab35	REVIEW_RESOURCE_BUILD_LICENSE		PENDING_FILE_CONTRACT_REVIEW
.github/pr-proof/kilo-auth-login-command.log	b1eeb2921520a12f69a175aa566d194d6602165a	REVIEW_RESOURCE_BUILD_LICENSE		PENDING_FILE_CONTRACT_REVIEW
.github/pr-proof/menubar-conditionals-editor.png	601988c64474a8cb58b87d4ea40302c5f25956c5	REVIEW_RESOURCE_BUILD_LICENSE		PENDING_FILE_CONTRACT_REVIEW
.github/pr-proof/menubar-conditionals-runtime.log	453687387497b402d41c0ca49255deb381f64961	REVIEW_RESOURCE_BUILD_LICENSE		PENDING_FILE_CONTRACT_REVIEW
.github/pr-proof/menubar-lane-startup-migration.json	f665959e15ffbe1985d1b023d9833fd8fa10848e	REVIEW_RESOURCE_BUILD_LICENSE		PENDING_FILE_CONTRACT_REVIEW
.github/pr-proof/menubar-lane-startup-migration.log	0b209bf95b36094810bc0949b30fccd0afc8af82	REVIEW_RESOURCE_BUILD_LICENSE		PENDING_FILE_CONTRACT_REVIEW
.github/pr-proof/merged-warp-bonus-transition.png	520906334fbc2f93a9cdb5af9306d08f185ff729	REVIEW_RESOURCE_BUILD_LICENSE		PENDING_FILE_CONTRACT_REVIEW
.github/pr-proof/overview-all-connected-spend-redacted.png	378162ddaf373de29c5dae32f2ff109ff7ffb8db	REVIEW_RESOURCE_BUILD_LICENSE		PENDING_FILE_CONTRACT_REVIEW
.github/pr-proof/overview-spend-summary.png	74ba153dfa08f92ada652712032388c64dbb46cd	REVIEW_RESOURCE_BUILD_LICENSE		PENDING_FILE_CONTRACT_REVIEW
.github/pr-proof/share-stats-all-partial.png	911c89ff6d29a776fe2b88ddf0bc73737d86d6a1	REVIEW_RESOURCE_BUILD_LICENSE		PENDING_FILE_CONTRACT_REVIEW
.github/pr-proof/spend-export-cancel-panel.png	1baf52a2b072fa90c8630f56ac98e48de9a76ee3	REVIEW_RESOURCE_BUILD_LICENSE		PENDING_FILE_CONTRACT_REVIEW
.github/pr-proof/spend-export-cancel.log	dfabadec1f92dd6c246b3a6c7de61579de61e5b5	REVIEW_RESOURCE_BUILD_LICENSE		PENDING_FILE_CONTRACT_REVIEW
.github/pr-proof/spend-export-native-cancel.log	3ee0079f8072c0678354500494b55ba2824d8819	REVIEW_RESOURCE_BUILD_LICENSE		PENDING_FILE_CONTRACT_REVIEW
.github/pr-proof/spend-export-native-save.log	f5c0ff8612c8481c322bacf131f1cb3304aca4a0	REVIEW_RESOURCE_BUILD_LICENSE		PENDING_FILE_CONTRACT_REVIEW
.github/pr-proof/spend-export-native-saved.json	060c297e32b6894ad9b385683847a539f5432986	REVIEW_RESOURCE_BUILD_LICENSE		PENDING_FILE_CONTRACT_REVIEW
.github/pr-proof/spend-export-save-panel.png	5f8ce77509035465629f5406e3dc1a7ea4659d6d	REVIEW_RESOURCE_BUILD_LICENSE		PENDING_FILE_CONTRACT_REVIEW
.github/pr-proof/spend-export-saved.json	060c297e32b6894ad9b385683847a539f5432986	REVIEW_RESOURCE_BUILD_LICENSE		PENDING_FILE_CONTRACT_REVIEW
.github/pr-proof/usage-spend-30d.png	fbe3995f3143643c536744c41da4c667ab5ec1bf	REVIEW_RESOURCE_BUILD_LICENSE		PENDING_FILE_CONTRACT_REVIEW
.github/pr-proof/usage-spend-all.png	030bd40efc58de19ac62756892f7f1f7a9a45bf8	REVIEW_RESOURCE_BUILD_LICENSE		PENDING_FILE_CONTRACT_REVIEW
.github/pr-proof/usage-spend-export-actions.png	9b67d9017abb6a05cf3f142fa20c38871cfc7dca	REVIEW_RESOURCE_BUILD_LICENSE		PENDING_FILE_CONTRACT_REVIEW
.github/pr-proof/usage-spend-hourly-selected-day.png	ae944401599d1151f83bc37eb0834b46b0cb2fcf	REVIEW_RESOURCE_BUILD_LICENSE		PENDING_FILE_CONTRACT_REVIEW
.github/pr-proof/usage-spend-hourly.png	66b0da34d118faf5e9ed1ebd8e72b8601ee460c1	REVIEW_RESOURCE_BUILD_LICENSE		PENDING_FILE_CONTRACT_REVIEW
.github/pr-proof/usage-spend-native-30d.png	09be21a10b14a378e7967a6d306b3c091747d783	REVIEW_RESOURCE_BUILD_LICENSE		PENDING_FILE_CONTRACT_REVIEW
.github/pr-proof/usage-spend-native-7d.png	47835ca036946863feeceabab3250acdeaacea8e	REVIEW_RESOURCE_BUILD_LICENSE		PENDING_FILE_CONTRACT_REVIEW
.github/pr-proof/usage-spend-native-all.png	b9939eb43bf7ce134d706232bd632b9c607a93c7	REVIEW_RESOURCE_BUILD_LICENSE		PENDING_FILE_CONTRACT_REVIEW
.github/pr-proof/zh-hans-deepseek-provider-menu.png	cf7d3d60ea47abd5600b06cec19c3109a40b17f1	REVIEW_RESOURCE_BUILD_LICENSE		PENDING_FILE_CONTRACT_REVIEW
.github/pr-proof/zh-hans-provider-detail-edge-cases.log	b683ea2bb5902322960e8851c18fef6cbcd354db	REVIEW_RESOURCE_BUILD_LICENSE		PENDING_FILE_CONTRACT_REVIEW
.github/pr-proof/zh-hans-zai-provider-menu.png	582699bdb589751ad319abccea8e1c4ff75274c6	REVIEW_RESOURCE_BUILD_LICENSE		PENDING_FILE_CONTRACT_REVIEW
.github/workflows/ci.yml	36978e35cbc533ba3c063e1ce8e432bd60041456	REVIEW_RESOURCE_BUILD_LICENSE		PENDING_FILE_CONTRACT_REVIEW
.github/workflows/release-cli.yml	91e597c4b35c7faf7b96249ee8e1868c859102ae	REVIEW_RESOURCE_BUILD_LICENSE		PENDING_FILE_CONTRACT_REVIEW
.github/workflows/upstream-monitor.yml	691cdca74eeee0c7803f8fd0be5a6d653db8e634	REVIEW_RESOURCE_BUILD_LICENSE		PENDING_FILE_CONTRACT_REVIEW
.gitignore	462a66f97a3ba3386078383ed57aad5ae5706e06	REVIEW_RESOURCE_BUILD_LICENSE		PENDING_FILE_CONTRACT_REVIEW
.mac-release.env	4db3a3395d334ac08786059680bb33bd86e74597	REVIEW_RESOURCE_BUILD_LICENSE		PENDING_FILE_CONTRACT_REVIEW
.oxfmtrc.json	4a1a317ffff65f6af0ed73a3f024465b478d60e8	REVIEW_RESOURCE_BUILD_LICENSE		PENDING_FILE_CONTRACT_REVIEW
.oxlintrc.json	86a25f2924fb8e8c57e5daafca66de2ffbbd95c7	REVIEW_RESOURCE_BUILD_LICENSE		PENDING_FILE_CONTRACT_REVIEW
.swiftformat	656852f5b87cf30c81c134d1da50861349431786	REVIEW_RESOURCE_BUILD_LICENSE		PENDING_FILE_CONTRACT_REVIEW
.swiftlint.yml	ceae70f18ac995eb2ed66c8ab6250f00b10655bc	REVIEW_RESOURCE_BUILD_LICENSE		PENDING_FILE_CONTRACT_REVIEW
.swiftpm/xcode/package.xcworkspace/contents.xcworkspacedata	919434a6254f0e9651f402737811be6634a03e9c	REVIEW_RESOURCE_BUILD_LICENSE		PENDING_FILE_CONTRACT_REVIEW
AGENTS.md	0c9cb17e7738be7d1a19b9f044f4ee4375169046	REVIEW_RESOURCE_BUILD_LICENSE		PENDING_FILE_CONTRACT_REVIEW
CHANGELOG.md	f179734c4227b952e8e355729674aec8de7479ae	REVIEW_RESOURCE_BUILD_LICENSE		PENDING_FILE_CONTRACT_REVIEW
CLAUDE.md	55bf822df991111924389294c8fd4c6583bd7449	REVIEW_RESOURCE_BUILD_LICENSE		PENDING_FILE_CONTRACT_REVIEW
Icon.icns	1033b2c4bb00efa2921e3c5598b91eec67c4949c	REVIEW_RESOURCE_BUILD_LICENSE		PENDING_FILE_CONTRACT_REVIEW
Icon.icon/Assets/codexbar.png	b247ec5f70e39961b81c0659dea03d9b4f8ede9d	REVIEW_RESOURCE_BUILD_LICENSE		PENDING_FILE_CONTRACT_REVIEW
Icon.icon/icon.json	0e27ea6344160abb82c640cf82284399020ba88f	REVIEW_RESOURCE_BUILD_LICENSE		PENDING_FILE_CONTRACT_REVIEW
LICENSE	0ae0cb57d8c6c1417f796b39fc0d6a7f2f7c5c39	REVIEW_RESOURCE_BUILD_LICENSE		PENDING_FILE_CONTRACT_REVIEW
Makefile	c06e06e18898f31f04dc456398338b8e813bf0e7	REVIEW_RESOURCE_BUILD_LICENSE		PENDING_FILE_CONTRACT_REVIEW
Package.resolved	ccb1420d56666ebe5d0db8e73ec57a0760e6c209	REVIEW_RESOURCE_BUILD_LICENSE		PENDING_FILE_CONTRACT_REVIEW
Package.swift	31f952b2b26473cc084fe697feaff9f2086ec482	REVIEW_RESOURCE_BUILD_LICENSE		PENDING_FILE_CONTRACT_REVIEW
README.md	1bcd33ced058ed8ce60d83a1851a76d6068c0155	REVIEW_RESOURCE_BUILD_LICENSE		PENDING_FILE_CONTRACT_REVIEW
Scripts/StoreStress/.gitignore	f4096fee41368aeb0a1a461ddea934eac544bf3a	REVIEW_TEST_OR_TOOL_PLATFORM		PENDING_FILE_CONTRACT_REVIEW
Scripts/StoreStress/Package.swift	63a5d228f41549aff4ebfbb3d6de0f3e792e655c	REVIEW_TEST_OR_TOOL_PLATFORM		PENDING_FILE_CONTRACT_REVIEW
Scripts/StoreStress/README.md	1e0afd99ef566c1f3c03d272f3cc8a9a0816a1d6	REVIEW_TEST_OR_TOOL_PLATFORM		PENDING_FILE_CONTRACT_REVIEW
Scripts/StoreStress/main.swift	a82d09817e43697327f68b967d97f0b179dec990	REVIEW_TEST_OR_TOOL_PLATFORM		PENDING_FILE_CONTRACT_REVIEW
Scripts/analyze_quotio.sh	2a4186e36321d602c14fed5f68f542de0f6c6390	REVIEW_TEST_OR_TOOL_PLATFORM		PENDING_FILE_CONTRACT_REVIEW
Scripts/build-site-css.sh	e87f7ade4298e7971f2b9769f2622f77c0233e12	REVIEW_TEST_OR_TOOL_PLATFORM		PENDING_FILE_CONTRACT_REVIEW
Scripts/build_icon.sh	5ee131804fa0c52d6731ba4968ee5cde7f53a883	REVIEW_TEST_OR_TOOL_PLATFORM		PENDING_FILE_CONTRACT_REVIEW
Scripts/changelog-to-html.sh	9311e6c3fa48135d4c8b6dc8c8572760544e1706	REVIEW_TEST_OR_TOOL_PLATFORM		PENDING_FILE_CONTRACT_REVIEW
Scripts/check-app-locales.mjs	f5d4c8d196eab1958692dc0b91d369bfec2f24bd	REVIEW_TEST_OR_TOOL_PLATFORM		PENDING_FILE_CONTRACT_REVIEW
Scripts/check-documentation-links.mjs	9e2b42644c4e1cf7e894f1150c81c09f061fca70	REVIEW_TEST_OR_TOOL_PLATFORM		PENDING_FILE_CONTRACT_REVIEW
Scripts/check-release-assets.sh	ffb22373299a113b4abb3d7bc5f75ee412a50565	REVIEW_TEST_OR_TOOL_PLATFORM		PENDING_FILE_CONTRACT_REVIEW
Scripts/check-site-locales.mjs	37813085b877592f1f956759d116689fcd52ab9d	REVIEW_TEST_OR_TOOL_PLATFORM		PENDING_FILE_CONTRACT_REVIEW
Scripts/check_repository_size.sh	b94da5522572ebc87a4e45319dec65ebb8123aae	REVIEW_TEST_OR_TOOL_PLATFORM		PENDING_FILE_CONTRACT_REVIEW
Scripts/check_upstreams.sh	18dac13546a110948af8a210deecb7fe5735f6ca	REVIEW_TEST_OR_TOOL_PLATFORM		PENDING_FILE_CONTRACT_REVIEW
Scripts/ci_linux_musl_build_gate.sh	d00801d62a512bc1d0e95600ce1cb507c4164594	REVIEW_TEST_OR_TOOL_PLATFORM		PENDING_FILE_CONTRACT_REVIEW
Scripts/ci_macos_test_gate.sh	ed171aae5ecc2c80acdce90fa120f43d8b115cdc	REVIEW_TEST_OR_TOOL_PLATFORM		PENDING_FILE_CONTRACT_REVIEW
Scripts/ci_swift_test_by_suite.py	d9991e694fb46c71515e7ae6f45e3485d27348e9	REVIEW_TEST_OR_TOOL_PLATFORM		PENDING_FILE_CONTRACT_REVIEW
Scripts/ci_verify_test_jobs.sh	9b6e5432bcd6047b92c153d08820f279a5d84458	REVIEW_TEST_OR_TOOL_PLATFORM		PENDING_FILE_CONTRACT_REVIEW
Scripts/cloudkit/deploy_schema.sh	64ceb31f2fc06e5371f23da8020fb51cd24503e5	REVIEW_TEST_OR_TOOL_PLATFORM		PENDING_FILE_CONTRACT_REVIEW
Scripts/cloudkit/schema.ckdb	5462d54543f5f0b283e98b50eaef78c79a130ee8	REVIEW_TEST_OR_TOOL_PLATFORM		PENDING_FILE_CONTRACT_REVIEW
Scripts/compile_and_run.sh	a0a024de6112c069b9f5c15de84b76614304e1f2	REVIEW_TEST_OR_TOOL_PLATFORM		PENDING_FILE_CONTRACT_REVIEW
Scripts/cost_jsonl_shape_survey.swift	4273601238be46f93e04957c8844b37234242aa0	REVIEW_TEST_OR_TOOL_PLATFORM		PENDING_FILE_CONTRACT_REVIEW
Scripts/docs-list.mjs	e3fe8421a917927e9e148166d1af42689ef495f6	REVIEW_TEST_OR_TOOL_PLATFORM		PENDING_FILE_CONTRACT_REVIEW
Scripts/fixtures/provider_session_file_proof.swift	46477aa8cd0e8c5a1903d238ac97803e21a90b45	REVIEW_TEST_OR_TOOL_PLATFORM		PENDING_FILE_CONTRACT_REVIEW
Scripts/generate-llms.mjs	8bb5c38090af4e41aad73fd2150c97acfbc774e2	REVIEW_TEST_OR_TOOL_PLATFORM		PENDING_FILE_CONTRACT_REVIEW
Scripts/generate_release_checksum.sh	95f1b08a37675cfd3b0d674d9d33ec9ade32c76f	REVIEW_TEST_OR_TOOL_PLATFORM		PENDING_FILE_CONTRACT_REVIEW
Scripts/generate_serve_provider_icons.py	8ac0770ec6b353889678dc9fa9cd52a243167bb4	REVIEW_TEST_OR_TOOL_PLATFORM		PENDING_FILE_CONTRACT_REVIEW
Scripts/install_lint_tools.sh	d8dfea160f260a951a9efaee907ff40253c468a3	REVIEW_TEST_OR_TOOL_PLATFORM		PENDING_FILE_CONTRACT_REVIEW
Scripts/launch.sh	08e35a7134d7400b7e0c32d8940e8e0f9dd5a596	REVIEW_TEST_OR_TOOL_PLATFORM		PENDING_FILE_CONTRACT_REVIEW
Scripts/lint.sh	ba546ce4422db00cb09beb5ceccc5d6e6711b795	REVIEW_TEST_OR_TOOL_PLATFORM		PENDING_FILE_CONTRACT_REVIEW
Scripts/mac-release	b2a0178e06f07e2cd3836fd944bbf2a9ef49d9ba	REVIEW_TEST_OR_TOOL_PLATFORM		PENDING_FILE_CONTRACT_REVIEW
Scripts/make_appcast.sh	262ec37292d53c935e0c2a6c5714e99c3f522828	REVIEW_TEST_OR_TOOL_PLATFORM		PENDING_FILE_CONTRACT_REVIEW
Scripts/mimo-usage.py	df630d4b4f371e7d157f205cc4dd629f51589d7e	REVIEW_TEST_OR_TOOL_PLATFORM		PENDING_FILE_CONTRACT_REVIEW
Scripts/package_app.sh	efc340218655756617663dc0127c24d86f24b640	REVIEW_TEST_OR_TOOL_PLATFORM		PENDING_FILE_CONTRACT_REVIEW
Scripts/package_product_paths.sh	09823537d60bc21baa2a708493ff3a48ceccaa38	REVIEW_TEST_OR_TOOL_PLATFORM		PENDING_FILE_CONTRACT_REVIEW
Scripts/prepare_upstream_pr.sh	97fdcde151423641336393d6278730858266d336	REVIEW_TEST_OR_TOOL_PLATFORM		PENDING_FILE_CONTRACT_REVIEW
Scripts/profiles/CodexBar-DeveloperID.provisionprofile	4b29bb24f3519e0e038efd5f5363fb9cefa1929b	REVIEW_TEST_OR_TOOL_PLATFORM		PENDING_FILE_CONTRACT_REVIEW
Scripts/regenerate-codex-parser-hash.sh	4516f8e89a4605f5b50c9ed9444d33a704119ed0	REVIEW_TEST_OR_TOOL_PLATFORM		PENDING_FILE_CONTRACT_REVIEW
Scripts/regenerate-plugin-js.sh	f9b86ba9e9f3efbd5827da11fc64e254de51053c	REVIEW_TEST_OR_TOOL_PLATFORM		PENDING_FILE_CONTRACT_REVIEW
Scripts/regenerate-provider-manifests.sh	3601b1788d517c0ad868ac05f61cb9b101f8223b	REVIEW_TEST_OR_TOOL_PLATFORM		PENDING_FILE_CONTRACT_REVIEW
Scripts/regenerate-quickjs-vendor.sh	f79fd6bc0a528c8b2594b66876bf4477bfb2ee44	REVIEW_TEST_OR_TOOL_PLATFORM		PENDING_FILE_CONTRACT_REVIEW
Scripts/regenerate-sucrase-bundle.sh	e506b3032feec18c50c597ce880c580c8f6534f0	REVIEW_TEST_OR_TOOL_PLATFORM		PENDING_FILE_CONTRACT_REVIEW
Scripts/release.sh	4a95fbe4967c215038f4ad34c8979787b5df3be9	REVIEW_TEST_OR_TOOL_PLATFORM		PENDING_FILE_CONTRACT_REVIEW
Scripts/release_artifacts.sh	bc065c1dea18692f7ea226e1d95d2f87f531de4f	REVIEW_TEST_OR_TOOL_PLATFORM		PENDING_FILE_CONTRACT_REVIEW
Scripts/release_dsym_paths.sh	56d88db4732438f9562e0daaa0d64bb78f69fa8f	REVIEW_TEST_OR_TOOL_PLATFORM		PENDING_FILE_CONTRACT_REVIEW
Scripts/review_upstream.sh	57b634eb69b1aec3fa246af2bbf4a634654da50e	REVIEW_TEST_OR_TOOL_PLATFORM		PENDING_FILE_CONTRACT_REVIEW
Scripts/setup_dev_signing.sh	27ac46c4711c71be1dd816d09aad55acca7f3634	REVIEW_TEST_OR_TOOL_PLATFORM		PENDING_FILE_CONTRACT_REVIEW
Scripts/sign-and-notarize.sh	081d1a6fc357c38f3a266e3e01a82ba44dc7b934	REVIEW_TEST_OR_TOOL_PLATFORM		PENDING_FILE_CONTRACT_REVIEW
Scripts/site-tailwind.input.css	b5c61c956711f981a41e95f7fcf0038436cfbb22	REVIEW_TEST_OR_TOOL_PLATFORM		PENDING_FILE_CONTRACT_REVIEW
Scripts/sparkle_signing_paths.sh	9c54ead310c489aa513af03dde95128ddabe0206	REVIEW_TEST_OR_TOOL_PLATFORM		PENDING_FILE_CONTRACT_REVIEW
Scripts/tailwind.site.config.cjs	afa1342b5fee84f73329eeaa38bbae6f9615cf7d	REVIEW_TEST_OR_TOOL_PLATFORM		PENDING_FILE_CONTRACT_REVIEW
Scripts/test-plugin-engines.sh	b44b5b04bf42aea96251ed1bf75aa588af5b001f	REVIEW_TEST_OR_TOOL_PLATFORM		PENDING_FILE_CONTRACT_REVIEW
Scripts/test.sh	01f05f111cca807b7c5de9d730147fb8331f8dc0	REVIEW_TEST_OR_TOOL_PLATFORM		PENDING_FILE_CONTRACT_REVIEW
Scripts/test_ci_path_gate.sh	a3ea598a99e2a476e985843a630452899c0aa835	REVIEW_TEST_OR_TOOL_PLATFORM		PENDING_FILE_CONTRACT_REVIEW
Scripts/test_codex_file_isolation_child.sh	80e85365c744c3589ff5196239105b0f41691d19	REVIEW_TEST_OR_TOOL_PLATFORM		PENDING_FILE_CONTRACT_REVIEW
Scripts/test_install_codexbar_cli.sh	d58f6b8bff33a6060505011383381e06f72ee31a	REVIEW_TEST_OR_TOOL_PLATFORM		PENDING_FILE_CONTRACT_REVIEW
Scripts/test_live_update.sh	76ab2ec326e027f455b3306d5d25e44179c42a77	REVIEW_TEST_OR_TOOL_PLATFORM		PENDING_FILE_CONTRACT_REVIEW
Scripts/test_mimo_usage.py	44ddda9fd8a3617b83ca3bb20fbb29739f13efb1	REVIEW_TEST_OR_TOOL_PLATFORM		PENDING_FILE_CONTRACT_REVIEW
Scripts/test_package_info_plist.sh	13de6ef7d0c923e96fc72cede029a98c13ccd590	REVIEW_TEST_OR_TOOL_PLATFORM		PENDING_FILE_CONTRACT_REVIEW
Scripts/test_package_product_paths.sh	1dcfb66f8c4a29a3ce98f1f9c014cde6aea95b35	REVIEW_TEST_OR_TOOL_PLATFORM		PENDING_FILE_CONTRACT_REVIEW
Scripts/test_package_signing.sh	c364cd09267035b0a7dd235f5d5c155bfe546658	REVIEW_TEST_OR_TOOL_PLATFORM		PENDING_FILE_CONTRACT_REVIEW
Scripts/test_package_strip.sh	b8901d17864f732f2fb75314411f1f0ac15aa93c	REVIEW_TEST_OR_TOOL_PLATFORM		PENDING_FILE_CONTRACT_REVIEW
Scripts/test_provider_session_file_isolation.sh	d7da2e8c19ab5561768abf3e3b6494079b59c5de	REVIEW_TEST_OR_TOOL_PLATFORM		PENDING_FILE_CONTRACT_REVIEW
Scripts/test_release_checksum.sh	2b2ce607160ea6f791ade5ac54c4b613c94177b7	REVIEW_TEST_OR_TOOL_PLATFORM		PENDING_FILE_CONTRACT_REVIEW
Scripts/test_release_dsym_paths.sh	353fb6df75ef91b523d513e828cda61ace8ddf97	REVIEW_TEST_OR_TOOL_PLATFORM		PENDING_FILE_CONTRACT_REVIEW
Scripts/test_repository_size.sh	fb760d636d6dccf378b2d2b143f4d318855a7de2	REVIEW_TEST_OR_TOOL_PLATFORM		PENDING_FILE_CONTRACT_REVIEW
Scripts/test_sparkle_signing_paths.sh	a188fdb5c31578fa7d98131210be87518f8d1905	REVIEW_TEST_OR_TOOL_PLATFORM		PENDING_FILE_CONTRACT_REVIEW
Scripts/test_swift_test_process_cleanup.py	06777a1c1a9f61267f2d0260cd21b21f5276550b	REVIEW_TEST_OR_TOOL_PLATFORM		PENDING_FILE_CONTRACT_REVIEW
Scripts/test_swift_test_sharding.sh	5f3866f26fefe6876642df655fbfe95635c61110	REVIEW_TEST_OR_TOOL_PLATFORM		PENDING_FILE_CONTRACT_REVIEW
Scripts/test_wait_for_homebrew_tap_update.sh	a1d74ae774637a292e3203d49cd50b0e5b75a906	REVIEW_TEST_OR_TOOL_PLATFORM		PENDING_FILE_CONTRACT_REVIEW
Scripts/transpile-plugin-ts.mjs	b09fe374210c307ba87bf080882a0882b9d362b6	REVIEW_TEST_OR_TOOL_PLATFORM		PENDING_FILE_CONTRACT_REVIEW
Scripts/validate_changelog.sh	48bb26d95b542bf673e52a93790300c337b665ee	REVIEW_TEST_OR_TOOL_PLATFORM		PENDING_FILE_CONTRACT_REVIEW
Scripts/verify_1844_live.sh	bb0c0334979eae208785ab29ff41bf51a84fd1a7	REVIEW_TEST_OR_TOOL_PLATFORM		PENDING_FILE_CONTRACT_REVIEW
Scripts/verify_appcast.sh	4e0f20037e8ebbe67c65fec1913c2c59c760fa9b	REVIEW_TEST_OR_TOOL_PLATFORM		PENDING_FILE_CONTRACT_REVIEW
Scripts/verify_packaged_app_launch.sh	55afef6f5a481d599d0748ec9d007b290faeffe9	REVIEW_TEST_OR_TOOL_PLATFORM		PENDING_FILE_CONTRACT_REVIEW
Scripts/wait_for_homebrew_tap_update.sh	f7646ce46aad1f80ca47e1dab1e2d0b029b3a81c	REVIEW_TEST_OR_TOOL_PLATFORM		PENDING_FILE_CONTRACT_REVIEW
Sources/AdaptiveRefreshCore/AdaptiveRefreshPolicyCore.swift	b95629ca73d098388855b5ffe2e818b89cd9a85b	REUSE_OR_ADAPT_FOR_WINDOWS		PENDING_FILE_CONTRACT_REVIEW
Sources/AdaptiveReplayCLI/CLIArguments.swift	8b10a8d79a0f62f1507837c403e276bd5cbae5fe	REUSE_OR_ADAPT_FOR_WINDOWS		PENDING_FILE_CONTRACT_REVIEW
Sources/AdaptiveReplayCLI/main.swift	6c96fbb9b96c665d1cacc4f7062468c11cec8c88	REUSE_OR_ADAPT_FOR_WINDOWS		PENDING_FILE_CONTRACT_REVIEW
Sources/AdaptiveReplayKit/ActivityCoverageStats.swift	327a3eae321a2c502c0ffc665f633c57b7a2f864	REUSE_OR_ADAPT_FOR_WINDOWS		PENDING_FILE_CONTRACT_REVIEW
Sources/AdaptiveReplayKit/AdaptiveRefreshTrace.swift	d6a8cf1b3913ff7e82f20fd85c30799c319fa8da	REUSE_OR_ADAPT_FOR_WINDOWS		PENDING_FILE_CONTRACT_REVIEW
Sources/AdaptiveReplayKit/AdaptiveRefreshTraceParser.swift	f7f40d05ab75c0d09783830f53d81816f62955da	REUSE_OR_ADAPT_FOR_WINDOWS		PENDING_FILE_CONTRACT_REVIEW
